stationid,date,in_bike,out_bike
2552.0,2016-11-19,13.0,8.0
2552.0,2016-11-20,10.0,7.0
2552.0,2016-11-21,20.0,15.0
2552.0,2016-11-22,10.0,8.0
2552.0,2016-11-23,24.0,21.0
2552.0,2016-11-24,6.0,6.0
2552.0,2016-11-25,9.0,15.0
2552.0,2016-11-26,7.0,13.0
2552.0,2016-11-27,10.0,9.0
2552.0,2016-11-28,11.0,14.0
2552.0,2016-11-29,18.0,20.0
2552.0,2016-11-30,14.0,12.0
2552.0,2016-12-01,13.96875,12.125
2552.0,2016-12-02,13.9375,12.25
2552.0,2016-12-03,13.90625,12.375
2552.0,2016-12-04,13.875,12.5
2552.0,2016-12-05,13.84375,12.625
2552.0,2016-12-06,13.8125,12.75
2552.0,2016-12-07,13.78125,12.875
2552.0,2016-12-08,13.75,13.0
2552.0,2016-12-09,13.71875,13.125
2552.0,2016-12-10,13.6875,13.25
2552.0,2016-12-11,13.65625,13.375
2552.0,2016-12-12,13.625,13.5
2552.0,2016-12-13,13.59375,13.625
2552.0,2016-12-14,13.5625,13.75
2552.0,2016-12-15,13.53125,13.875
2552.0,2016-12-16,13.5,14.0
2552.0,2016-12-17,13.46875,14.125
2552.0,2016-12-18,13.4375,14.25
2552.0,2016-12-19,13.40625,14.375
2552.0,2016-12-20,13.375,14.5
2552.0,2016-12-21,13.34375,14.625
2552.0,2016-12-22,13.3125,14.75
2552.0,2016-12-23,13.28125,14.875
2552.0,2016-12-24,13.25,15.0
2552.0,2016-12-25,13.21875,15.125
2552.0,2016-12-26,13.1875,15.25
2552.0,2016-12-27,13.15625,15.375
2552.0,2016-12-28,13.125,15.5
2552.0,2016-12-29,13.09375,15.625
2552.0,2016-12-30,13.0625,15.75
2552.0,2016-12-31,13.03125,15.875
2552.0,2017-01-01,13.0,16.0
2552.0,2017-01-02,8.0,14.0
2552.0,2017-01-03,15.0,9.0
2552.0,2017-01-04,11.0,10.0
2552.0,2017-01-05,13.0,13.0
2552.0,2017-01-06,7.0,11.0
2552.0,2017-01-07,10.0,10.0
2552.0,2017-01-08,3.0,3.0
2552.0,2017-01-09,12.0,14.0
2552.0,2017-01-10,11.0,11.0
2552.0,2017-01-11,11.0,9.0
2552.0,2017-01-12,11.0,12.0
2552.0,2017-01-13,11.0,7.0
2552.0,2017-01-14,9.0,10.0
2552.0,2017-01-15,5.0,6.0
2552.0,2017-01-16,17.0,14.0
2552.0,2017-01-17,5.0,6.0
2552.0,2017-01-18,5.0,8.0
2552.0,2017-01-19,19.0,18.0
2552.0,2017-01-20,20.0,12.0
2552.0,2017-01-21,20.0,23.0
2552.0,2017-01-22,19.0,20.0
2552.0,2017-01-23,8.0,10.0
2552.0,2017-01-24,14.0,13.0
2552.0,2017-01-25,7.0,5.0
2552.0,2017-01-26,22.0,14.0
2552.0,2017-01-27,18.0,22.0
2552.0,2017-01-28,11.0,8.0
2552.0,2017-01-29,11.0,8.0
2552.0,2017-01-30,13.0,8.0
2552.0,2017-01-31,14.0,14.0
2552.0,2017-02-01,9.0,9.0
2552.0,2017-02-02,6.0,5.0
2552.0,2017-02-03,10.0,9.0
2552.0,2017-02-04,5.0,6.0
2552.0,2017-02-05,4.0,8.0
2552.0,2017-02-06,9.0,6.0
2552.0,2017-02-07,16.0,13.0
2552.0,2017-02-08,21.0,22.0
2552.0,2017-02-09,12.0,7.0
2552.0,2017-02-10,11.0,10.0
2552.0,2017-02-11,20.0,21.0
2552.0,2017-02-12,10.0,7.0
2552.0,2017-02-13,17.0,19.0
2552.0,2017-02-14,4.0,8.0
2552.0,2017-02-15,15.0,15.0
2552.0,2017-02-16,18.0,16.0
2552.0,2017-02-17,19.0,12.0
2552.0,2017-02-18,19.0,18.0
2552.0,2017-02-19,17.0,17.0
2552.0,2017-02-20,12.0,9.0
2552.0,2017-02-21,14.0,16.0
2552.0,2017-02-22,14.0,8.0
2552.0,2017-02-23,18.0,14.0
2552.0,2017-02-24,11.0,13.0
2552.0,2017-02-25,19.0,14.0
2552.0,2017-02-26,10.0,12.0
2552.0,2017-02-27,19.0,20.0
2552.0,2017-02-28,15.0,17.0
2552.0,2017-03-01,10.0,7.0
2552.0,2017-03-02,18.0,12.0
2552.0,2017-03-03,11.0,10.0
2552.0,2017-03-04,1.0,1.0
2552.0,2017-03-05,9.0,6.0
2552.0,2017-03-06,16.0,16.0
2552.0,2017-03-07,17.0,12.0
2552.0,2017-03-08,14.0,8.0
2552.0,2017-03-09,18.0,23.0
2552.0,2017-03-10,44.0,32.0
2552.0,2017-03-11,16.0,11.0
2552.0,2017-03-12,36.0,20.0
2552.0,2017-03-13,47.0,41.0
2552.0,2017-03-14,51.0,43.0
2552.0,2017-03-15,33.0,32.0
2552.0,2017-03-16,32.0,34.0
2552.0,2017-03-17,49.0,36.0
2552.0,2017-03-18,49.0,34.0
2552.0,2017-03-19,27.0,18.0
2552.0,2017-03-20,16.0,21.0
2552.0,2017-03-21,26.0,27.0
2552.0,2017-03-22,18.0,14.0
2552.0,2017-03-23,18.0,17.0
2552.0,2017-03-24,27.0,15.0
2552.0,2017-03-25,16.0,15.0
2552.0,2017-03-26,20.0,23.0
2552.0,2017-03-27,23.0,23.0
2552.0,2017-03-28,13.0,15.0
2552.0,2017-03-29,21.0,21.0
2552.0,2017-03-30,19.0,15.0
2552.0,2017-03-31,12.0,13.0
2552.0,2017-04-01,15.0,18.0
2552.0,2017-04-02,11.0,10.0
2552.0,2017-04-03,18.0,14.0
2552.0,2017-04-04,11.0,11.0
2552.0,2017-04-05,16.0,19.0
2552.0,2017-04-06,18.0,12.0
2552.0,2017-04-07,12.0,17.0
2552.0,2017-04-08,24.0,23.0
2552.0,2017-04-09,15.0,17.0
2552.0,2017-04-10,8.0,9.0
2552.0,2017-04-11,15.0,6.0
2552.0,2017-04-12,12.0,18.0
2552.0,2017-04-13,15.0,16.0
2552.0,2017-04-14,28.0,21.0
2552.0,2017-04-15,18.0,19.0
2552.0,2017-04-16,23.0,25.0
2552.0,2017-04-17,16.0,15.0
2552.0,2017-04-18,15.0,18.0
2552.0,2017-04-19,15.0,15.0
2552.0,2017-04-20,18.0,21.0
2552.0,2017-04-21,12.0,16.0
2552.0,2017-04-22,30.0,19.0
2552.0,2017-04-23,15.0,27.0
2552.0,2017-04-24,20.0,20.0
2552.0,2017-04-25,17.0,18.0
2552.0,2017-04-26,19.0,12.0
2552.0,2017-04-27,24.0,27.0
2552.0,2017-04-28,19.0,18.0
2552.0,2017-04-29,12.0,16.0
2552.0,2017-04-30,14.0,7.0
2552.0,2017-05-01,23.0,22.0
2552.0,2017-05-02,13.0,14.0
2552.0,2017-05-03,23.0,16.0
2552.0,2017-05-04,11.0,11.0
2552.0,2017-05-05,29.0,23.0
2552.0,2017-05-06,20.0,7.0
2552.0,2017-05-07,25.0,23.0
2552.0,2017-05-08,16.0,14.0
2552.0,2017-05-09,19.0,16.0
2552.0,2017-05-10,12.0,7.0
2552.0,2017-05-11,15.0,16.0
2552.0,2017-05-12,22.0,18.0
2552.0,2017-05-13,22.0,19.0
2552.0,2017-05-14,7.0,5.0
2552.0,2017-05-15,19.0,14.0
2552.0,2017-05-16,13.0,10.0
2552.0,2017-05-17,13.0,7.0
2552.0,2017-05-18,14.0,16.0
2552.0,2017-05-19,19.0,14.0
2552.0,2017-05-20,13.0,3.0
2552.0,2017-05-21,14.0,17.0
2552.0,2017-05-22,18.0,18.0
2552.0,2017-05-23,11.0,11.0
2552.0,2017-05-24,15.0,17.0
2552.0,2017-05-25,19.0,17.0
2552.0,2017-05-26,16.0,17.0
2552.0,2017-05-27,25.0,16.0
2552.0,2017-05-28,14.0,20.0
2552.0,2017-05-29,23.0,17.0
2552.0,2017-05-30,15.0,17.0
2552.0,2017-05-31,20.0,19.0
2552.0,2017-06-01,20.0,13.0
2552.0,2017-06-02,13.0,12.0
2552.0,2017-06-03,26.0,19.0
2552.0,2017-06-04,9.0,17.0
2552.0,2017-06-05,20.0,11.0
2552.0,2017-06-06,18.0,16.0
2552.0,2017-06-07,15.0,18.0
2552.0,2017-06-08,20.0,21.0
2552.0,2017-06-09,20.0,15.0
2552.0,2017-06-10,25.0,21.0
2552.0,2017-06-11,18.0,13.0
2552.0,2017-06-12,16.0,16.0
2552.0,2017-06-13,14.0,17.0
2552.0,2017-06-14,10.0,14.0
2552.0,2017-06-15,11.0,11.0
2552.0,2017-06-16,20.0,17.0
2552.0,2017-06-17,11.0,13.0
2552.0,2017-06-18,11.0,3.0
2552.0,2017-06-19,12.0,10.0
2552.0,2017-06-20,12.0,15.0
2552.0,2017-06-21,20.0,12.0
2552.0,2017-06-22,12.0,14.0
2552.0,2017-06-23,11.0,7.0
2552.0,2017-06-24,16.0,10.0
2552.0,2017-06-25,9.0,10.0
2552.0,2017-06-26,14.0,7.0
2552.0,2017-06-27,18.0,13.0
2552.0,2017-06-28,9.0,6.0
2552.0,2017-06-29,11.0,10.0
2552.0,2017-06-30,14.0,9.0
2552.0,2017-07-01,14.0,7.0
2552.0,2017-07-02,12.0,15.0
2552.0,2017-07-03,12.0,15.0
2552.0,2017-07-04,13.0,9.0
2552.0,2017-07-05,12.0,11.0
2552.0,2017-07-06,15.0,16.0
2552.0,2017-07-07,13.0,14.0
2552.0,2017-07-08,9.0,7.0
2552.0,2017-07-09,9.0,14.0
2552.0,2017-07-10,20.0,19.0
2552.0,2017-07-11,14.0,11.0
2552.0,2017-07-12,22.0,17.0
2552.0,2017-07-13,11.0,11.0
2552.0,2017-07-14,13.0,15.0
2552.0,2017-07-15,14.0,12.0
2552.0,2017-07-16,13.0,11.0
2552.0,2017-07-17,16.0,19.0
2552.0,2017-07-18,13.0,16.0
2552.0,2017-07-19,21.0,16.0
2552.0,2017-07-20,18.0,14.0
2552.0,2017-07-21,16.0,16.0
2552.0,2017-07-22,17.0,12.0
2552.0,2017-07-23,15.0,6.0
2552.0,2017-07-24,10.0,15.0
2552.0,2017-07-25,21.0,13.0
2552.0,2017-07-26,12.0,13.0
2552.0,2017-07-27,18.0,9.0
2552.0,2017-07-28,9.0,9.0
2552.0,2017-07-29,20.0,15.0
2552.0,2017-07-30,11.0,12.0
2552.0,2017-07-31,9.666666666666666,9.666666666666666
2562.0,2016-06-01,8.333333333333334,7.333333333333333
2562.0,2016-06-02,7.0,5.0
2562.0,2016-06-03,14.0,9.0
2562.0,2016-06-04,10.0,10.0
2562.0,2016-06-05,23.0,21.0
2562.0,2016-06-06,6.0,4.0
2562.0,2016-06-07,5.0,4.0
2562.0,2016-06-08,9.0,10.0
2562.0,2016-06-09,5.0,3.0
2562.0,2016-06-10,9.0,9.0
2562.0,2016-06-11,13.0,10.0
2562.0,2016-06-12,6.0,4.0
2562.0,2016-06-13,4.0,3.0
2562.0,2016-06-14,4.0,1.0
2562.0,2016-06-15,4.0,6.0
2562.0,2016-06-16,5.0,8.0
2562.0,2016-06-17,3.0,1.0
2562.0,2016-06-18,7.0,3.0
2562.0,2016-06-19,9.0,9.0
2562.0,2016-06-20,3.0,2.0
2562.0,2016-06-21,3.0,3.0
2562.0,2016-06-22,1.0,1.0
2562.0,2016-06-23,8.0,5.0
2562.0,2016-06-24,8.0,8.0
2562.0,2016-06-25,8.0,8.0
2562.0,2016-06-26,9.0,12.0
2562.0,2016-06-27,2.0,2.0
2562.0,2016-06-28,5.5,2.0
2562.0,2016-06-29,9.0,2.0
2562.0,2016-06-30,5.0,5.0
2562.0,2016-07-01,6.0,4.0
2562.0,2016-07-02,6.0,6.0
2562.0,2016-07-03,6.0,9.0
2562.0,2016-07-04,4.0,2.0
2562.0,2016-07-05,8.0,2.0
2562.0,2016-07-06,4.0,3.0
2562.0,2016-07-07,2.0,4.0
2562.0,2016-07-08,4.0,1.0
2562.0,2016-07-09,4.0,3.0
2562.0,2016-07-10,5.0,4.0
2562.0,2016-07-11,6.0,5.0
2562.0,2016-07-12,7.0,3.0
2562.0,2016-07-13,5.0,3.0
2562.0,2016-07-14,6.0,3.0
2562.0,2016-07-15,4.0,6.0
2562.0,2016-07-16,17.0,14.0
2562.0,2016-07-17,4.0,6.0
2562.0,2016-07-18,4.0,5.0
2562.0,2016-07-19,7.0,2.0
2562.0,2016-07-20,3.0,2.0
2562.0,2016-07-21,6.0,2.0
2562.0,2016-07-22,6.0,3.0
2562.0,2016-07-23,11.0,14.0
2562.0,2016-07-24,6.5,7.5
2562.0,2016-07-25,2.0,1.0
2562.0,2016-07-26,10.0,8.0
2562.0,2016-07-27,4.0,1.0
2562.0,2016-07-28,4.0,1.0
2562.0,2016-07-29,2.0,4.0
2562.0,2016-07-30,4.0,3.5
2562.0,2016-07-31,6.0,3.0
2562.0,2016-08-01,2.0,3.0
2562.0,2016-08-02,3.5,5.0
2562.0,2016-08-03,5.0,7.0
2562.0,2016-08-04,3.0,2.0
2562.0,2016-08-05,3.0,4.0
2562.0,2016-08-06,8.0,8.0
2562.0,2016-08-07,6.0,8.0
2562.0,2016-08-08,4.5,4.5
2562.0,2016-08-09,3.0,1.0
2562.0,2016-08-10,9.0,6.0
2562.0,2016-08-11,4.0,3.0
2562.0,2016-08-12,7.0,5.0
2562.0,2016-08-13,4.0,1.0
2562.0,2016-08-14,4.0,2.0
2562.0,2016-08-15,4.0,2.0
2562.0,2016-08-16,3.3333333333333335,1.6666666666666667
2562.0,2016-08-17,2.666666666666667,1.3333333333333335
2562.0,2016-08-18,2.0,1.0
2562.0,2016-08-19,7.0,3.0
2562.0,2016-08-20,1.0,3.0
2562.0,2016-08-21,7.0,4.0
2562.0,2016-08-22,4.0,2.0
2562.0,2016-08-23,4.5,5.0
2562.0,2016-08-24,5.0,8.0
2562.0,2016-08-25,7.0,2.0
2562.0,2016-08-26,4.0,2.0
2562.0,2016-08-27,7.0,4.0
2562.0,2016-08-28,2.0,5.0
2562.0,2016-08-29,3.0,2.0
2562.0,2016-08-30,6.0,4.0
2562.0,2016-08-31,3.0,1.0
2562.0,2016-09-01,3.0,1.0
2562.0,2016-09-02,1.0,2.0
2562.0,2016-09-03,6.0,6.0
2562.0,2016-09-04,22.0,10.0
2562.0,2016-09-05,13.0,9.0
2562.0,2016-09-06,3.0,1.0
2562.0,2016-09-07,6.0,3.0
2562.0,2016-09-08,2.0,2.0
2562.0,2016-09-09,4.0,3.0
2562.0,2016-09-10,4.0,4.0
2562.0,2016-09-11,4.0,6.0
2562.0,2016-09-12,6.0,8.0
2562.0,2016-09-13,3.0,4.0
2562.0,2016-09-14,4.0,4.0
2562.0,2016-09-15,2.5,5.0
2562.0,2016-09-16,1.0,6.0
2562.0,2016-09-17,6.0,6.0
2562.0,2016-09-18,3.0,1.0
2562.0,2016-09-19,6.0,4.0
2562.0,2016-09-20,7.0,3.0
2562.0,2016-09-21,4.0,6.0
2562.0,2016-09-22,2.0,2.0
2562.0,2016-09-23,6.0,3.0
2562.0,2016-09-24,2.0,4.0
2562.0,2016-09-25,3.0,5.0
2562.0,2016-09-26,4.5,5.0
2562.0,2016-09-27,6.0,5.0
2562.0,2016-09-28,3.0,5.0
2562.0,2016-09-29,2.0,5.0
2562.0,2016-09-30,7.0,5.0
2562.0,2016-10-01,14.0,10.0
2562.0,2016-10-02,22.0,17.0
2562.0,2016-10-03,4.0,5.0
2562.0,2016-10-04,4.0,4.0
2562.0,2016-10-05,3.0,3.0
2562.0,2016-10-06,4.0,9.0
2562.0,2016-10-07,7.0,4.0
2562.0,2016-10-08,13.0,3.0
2562.0,2016-10-09,25.0,13.0
2562.0,2016-10-10,13.0,15.0
2562.0,2016-10-11,15.0,7.0
2562.0,2016-10-12,8.0,5.0
2562.0,2016-10-13,6.0,2.0
2562.0,2016-10-14,11.0,16.0
2562.0,2016-10-15,2.0,6.0
2562.0,2016-10-16,3.0,3.0
2562.0,2016-10-17,5.5,3.5
2562.0,2016-10-18,8.0,4.0
2562.0,2016-10-19,6.0,1.0
2562.0,2016-10-20,8.0,5.0
2562.0,2016-10-21,6.0,5.0
2562.0,2016-10-22,1.0,3.0
2562.0,2016-10-23,1.0,2.5
2562.0,2016-10-24,1.0,2.0
2562.0,2016-10-25,2.0,4.0
2562.0,2016-10-26,5.0,5.0
2562.0,2016-10-27,3.0,3.0
2562.0,2016-10-28,4.0,6.0
2562.0,2016-10-29,6.0,4.0
2562.0,2016-10-30,5.0,1.0
2562.0,2016-10-31,2.0,5.0
2562.0,2016-11-01,3.0,4.0
2562.0,2016-11-02,4.0,4.0
2562.0,2016-11-03,1.0,2.0
2562.0,2016-11-04,2.0,6.0
2562.0,2016-11-05,5.0,2.0
2562.0,2016-11-06,3.0,1.0
2562.0,2016-11-07,2.0,5.0
2562.0,2016-11-08,9.0,2.0
2562.0,2016-11-09,10.0,17.0
2562.0,2016-11-10,40.0,51.0
2562.0,2016-11-11,32.0,48.0
2562.0,2016-11-12,9.0,7.0
2562.0,2016-11-13,1.0,4.0
2562.0,2016-11-14,5.0,3.0
2562.0,2016-11-15,3.0,1.0
2562.0,2016-11-16,2.0,4.0
2562.0,2016-11-17,1.0,2.0
2562.0,2016-11-18,3.0,3.0
2562.0,2016-11-19,5.0,3.0
2562.0,2016-11-20,2.0,3.0
2562.0,2016-11-21,5.0,3.0
2562.0,2016-11-22,3.0,2.0
2562.0,2016-11-23,1.0,1.0
2562.0,2016-11-24,2.0,1.5
2562.0,2016-11-25,3.0,2.0
2562.0,2016-11-26,3.0,3.0
2562.0,2016-11-27,3.0,4.0
2562.0,2016-11-28,3.0,3.5
2562.0,2016-11-29,3.0,3.0
2562.0,2016-11-30,3.0303030303030303,3.1818181818181817
2562.0,2016-12-01,3.0606060606060606,3.3636363636363638
2562.0,2016-12-02,3.090909090909091,3.5454545454545454
2562.0,2016-12-03,3.121212121212121,3.7272727272727275
2562.0,2016-12-04,3.1515151515151514,3.909090909090909
2562.0,2016-12-05,3.1818181818181817,4.090909090909091
2562.0,2016-12-06,3.212121212121212,4.2727272727272725
2562.0,2016-12-07,3.242424242424242,4.454545454545455
2562.0,2016-12-08,3.2727272727272725,4.636363636363637
2562.0,2016-12-09,3.303030303030303,4.818181818181818
2562.0,2016-12-10,3.3333333333333335,5.0
2562.0,2016-12-11,3.3636363636363638,5.181818181818182
2562.0,2016-12-12,3.393939393939394,5.363636363636363
2562.0,2016-12-13,3.4242424242424243,5.545454545454545
2562.0,2016-12-14,3.4545454545454546,5.7272727272727275
2562.0,2016-12-15,3.484848484848485,5.909090909090909
2562.0,2016-12-16,3.515151515151515,6.090909090909091
2562.0,2016-12-17,3.5454545454545454,6.272727272727273
2562.0,2016-12-18,3.5757575757575757,6.454545454545455
2562.0,2016-12-19,3.606060606060606,6.636363636363637
2562.0,2016-12-20,3.6363636363636362,6.818181818181818
2562.0,2016-12-21,3.666666666666667,7.0
2562.0,2016-12-22,3.6969696969696972,7.181818181818182
2562.0,2016-12-23,3.7272727272727275,7.363636363636363
2562.0,2016-12-24,3.757575757575758,7.545454545454546
2562.0,2016-12-25,3.787878787878788,7.7272727272727275
2562.0,2016-12-26,3.8181818181818183,7.909090909090909
2562.0,2016-12-27,3.8484848484848486,8.09090909090909
2562.0,2016-12-28,3.878787878787879,8.272727272727273
2562.0,2016-12-29,3.909090909090909,8.454545454545455
2562.0,2016-12-30,3.9393939393939394,8.636363636363637
2562.0,2016-12-31,3.9696969696969697,8.818181818181818
2562.0,2017-01-01,4.0,9.0
2562.0,2017-01-02,9.0,10.0
2562.0,2017-01-03,3.0,2.0
2562.0,2017-01-04,7.0,4.0
2562.0,2017-01-05,1.0,1.0
2562.0,2017-01-06,1.0,1.0
2562.0,2017-01-07,1.0,1.0
2562.0,2017-01-08,1.6666666666666665,2.0
2562.0,2017-01-09,2.333333333333333,3.0
2562.0,2017-01-10,3.0,4.0
2562.0,2017-01-11,2.0,3.0
2562.0,2017-01-12,4.0,1.0
2562.0,2017-01-13,3.0,5.0
2562.0,2017-01-14,3.0,4.5
2562.0,2017-01-15,3.0,4.0
2562.0,2017-01-16,3.0,3.5
2562.0,2017-01-17,3.0,3.0
2562.0,2017-01-18,1.0,2.0
2562.0,2017-01-19,1.0,2.0
2562.0,2017-01-20,3.0,1.0
2562.0,2017-01-21,16.0,11.0
2562.0,2017-01-22,5.0,2.0
2562.0,2017-01-23,1.0,1.0
2562.0,2017-01-24,3.0,2.0
2562.0,2017-01-25,6.0,5.0
2562.0,2017-01-26,5.0,2.0
2562.0,2017-01-27,6.5,2.5
2562.0,2017-01-28,8.0,3.0
2562.0,2017-01-29,1.0,4.0
2562.0,2017-01-30,2.0,1.0
2562.0,2017-01-31,2.0,3.0
2562.0,2017-02-01,2.0,2.0
2562.0,2017-02-02,2.0,2.0
2562.0,2017-02-03,1.0,3.0
2562.0,2017-02-04,1.0,1.0
2562.0,2017-02-05,4.0,6.0
2562.0,2017-02-06,1.0,1.0
2562.0,2017-02-07,1.0,2.0
2562.0,2017-02-08,3.0,4.0
2562.0,2017-02-09,4.0,5.0
2562.0,2017-02-10,3.0,4.0
2562.0,2017-02-11,19.0,13.0
2562.0,2017-02-12,3.0,8.0
2562.0,2017-02-13,4.0,3.0
2562.0,2017-02-14,7.0,3.0
2562.0,2017-02-15,1.0,5.0
2562.0,2017-02-16,3.0,2.0
2562.0,2017-02-17,5.0,8.0
2562.0,2017-02-18,16.0,21.0
2562.0,2017-02-19,8.0,9.0
2562.0,2017-02-20,10.0,7.0
2562.0,2017-02-21,7.0,5.0
2562.0,2017-02-22,2.0,4.0
2562.0,2017-02-23,4.0,1.0
2562.0,2017-02-24,3.0,2.0
2562.0,2017-02-25,3.0,6.0
2562.0,2017-02-26,6.0,3.0
2562.0,2017-02-27,8.0,5.0
2562.0,2017-02-28,6.0,6.0
2562.0,2017-03-01,7.0,9.0
2562.0,2017-03-02,10.0,6.0
2562.0,2017-03-03,7.0,4.0
2562.0,2017-03-04,3.0,3.0
2562.0,2017-03-05,2.0,2.0
2562.0,2017-03-06,2.0,2.0
2562.0,2017-03-07,3.0,2.0
2562.0,2017-03-08,3.0,4.0
2562.0,2017-03-09,6.0,6.0
2562.0,2017-03-10,10.0,16.0
2562.0,2017-03-11,8.0,5.0
2562.0,2017-03-12,6.0,6.0
2562.0,2017-03-13,18.0,26.0
2562.0,2017-03-14,13.0,21.0
2562.0,2017-03-15,19.0,28.0
2562.0,2017-03-16,28.0,27.0
2562.0,2017-03-17,24.0,21.0
2562.0,2017-03-18,23.0,33.0
2562.0,2017-03-19,9.0,4.0
2562.0,2017-03-20,5.0,5.0
2562.0,2017-03-21,6.0,3.0
2562.0,2017-03-22,2.0,1.0
2562.0,2017-03-23,11.0,13.0
2562.0,2017-03-24,4.0,7.0
2562.0,2017-03-25,2.0,3.0
2562.0,2017-03-26,10.0,10.0
2562.0,2017-03-27,4.0,3.0
2562.0,2017-03-28,3.0,4.0
2562.0,2017-03-29,4.0,1.0
2562.0,2017-03-30,4.0,2.0
2562.0,2017-03-31,9.0,14.0
2562.0,2017-04-01,8.0,3.0
2562.0,2017-04-02,2.0,3.0
2562.0,2017-04-03,8.0,4.0
2562.0,2017-04-04,3.0,8.0
2562.0,2017-04-05,9.0,4.0
2562.0,2017-04-06,3.0,7.0
2562.0,2017-04-07,4.0,2.0
2562.0,2017-04-08,7.0,6.0
2562.0,2017-04-09,5.0,9.0
2562.0,2017-04-10,7.0,5.0
2562.0,2017-04-11,6.0,6.0
2562.0,2017-04-12,3.0,5.0
2562.0,2017-04-13,8.0,9.0
2562.0,2017-04-14,11.0,13.0
2562.0,2017-04-15,8.0,6.0
2562.0,2017-04-16,1.0,1.0
2562.0,2017-04-17,1.0,2.0
2562.0,2017-04-18,4.0,2.0
2562.0,2017-04-19,8.0,5.0
2562.0,2017-04-20,4.0,5.0
2562.0,2017-04-21,12.0,13.0
2562.0,2017-04-22,8.0,1.0
2562.0,2017-04-23,2.0,9.0
2562.0,2017-04-24,6.0,1.0
2562.0,2017-04-25,6.0,9.0
2562.0,2017-04-26,4.0,3.0
2562.0,2017-04-27,8.0,11.0
2562.0,2017-04-28,4.0,5.0
2562.0,2017-04-29,15.0,10.0
2562.0,2017-04-30,9.0,19.0
2562.0,2017-05-01,9.0,3.0
2562.0,2017-05-02,4.0,2.0
2562.0,2017-05-03,2.0,1.0
2562.0,2017-05-04,5.0,3.0
2562.0,2017-05-05,3.0,3.0
2562.0,2017-05-06,6.0,2.0
2562.0,2017-05-07,2.0,3.0
2562.0,2017-05-08,4.0,5.0
2562.0,2017-05-09,6.0,2.0
2562.0,2017-05-10,5.0,8.0
2562.0,2017-05-11,9.0,4.0
2562.0,2017-05-12,5.5,4.5
2562.0,2017-05-13,2.0,5.0
2562.0,2017-05-14,8.0,4.0
2562.0,2017-05-15,2.0,3.0
2562.0,2017-05-16,2.6666666666666665,3.0
2562.0,2017-05-17,3.333333333333333,3.0
2562.0,2017-05-18,4.0,3.0
2562.0,2017-05-19,8.0,7.0
2562.0,2017-05-20,5.0,7.0
2562.0,2017-05-21,2.0,7.0
2562.0,2017-05-22,7.0,2.0
2562.0,2017-05-23,2.0,2.0
2562.0,2017-05-24,1.0,2.0
2562.0,2017-05-25,2.0,1.0
2562.0,2017-05-26,10.0,8.0
2562.0,2017-05-27,9.0,8.0
2562.0,2017-05-28,14.0,14.0
2562.0,2017-05-29,6.0,5.0
2562.0,2017-05-30,7.0,2.0
2562.0,2017-05-31,8.0,6.0
2562.0,2017-06-01,3.0,10.0
2562.0,2017-06-02,8.0,5.0
2562.0,2017-06-03,12.0,16.0
2562.0,2017-06-04,13.0,8.0
2562.0,2017-06-05,9.0,6.0
2562.0,2017-06-06,5.0,4.0
2562.0,2017-06-07,2.0,4.0
2562.0,2017-06-08,2.0,1.0
2562.0,2017-06-09,3.0,1.0
2562.0,2017-06-10,1.0,3.0
2562.0,2017-06-11,4.0,2.0
2562.0,2017-06-12,9.0,6.0
2562.0,2017-06-13,4.0,7.0
2562.0,2017-06-14,6.0,5.0
2562.0,2017-06-15,2.0,2.0
2562.0,2017-06-16,3.0,4.0
2562.0,2017-06-17,4.0,6.0
2562.0,2017-06-18,4.0,5.0
2562.0,2017-06-19,7.0,3.0
2562.0,2017-06-20,3.0,1.0
2562.0,2017-06-21,4.0,2.0
2562.0,2017-06-22,5.0,3.0
2562.0,2017-06-23,5.0,7.0
2562.0,2017-06-24,4.0,5.0
2562.0,2017-06-25,5.0,2.0
2562.0,2017-06-26,2.0,1.0
2562.0,2017-06-27,3.0,6.0
2562.0,2017-06-28,2.0,4.0
2562.0,2017-06-29,1.0,2.0
2562.0,2017-06-30,2.0,4.0
2562.0,2017-07-01,6.0,3.0
2562.0,2017-07-02,12.0,12.0
2562.0,2017-07-03,6.0,2.0
2562.0,2017-07-04,8.0,6.0
2562.0,2017-07-05,4.0,3.0
2562.0,2017-07-06,3.0,4.0
2562.0,2017-07-07,1.0,1.0
2562.0,2017-07-08,4.0,5.0
2562.0,2017-07-09,4.0,4.0
2562.0,2017-07-10,4.0,3.0
2562.0,2017-07-11,4.0,6.0
2562.0,2017-07-12,5.5,7.0
2562.0,2017-07-13,7.0,8.0
2562.0,2017-07-14,1.0,1.0
2562.0,2017-07-15,8.0,7.0
2562.0,2017-07-16,8.0,6.0
2562.0,2017-07-17,5.0,3.0
2562.0,2017-07-18,1.0,4.0
2562.0,2017-07-19,1.0,1.0
2562.0,2017-07-20,2.0,3.0
2562.0,2017-07-21,1.0,2.0
2562.0,2017-07-22,4.0,10.0
2562.0,2017-07-23,9.0,3.0
2562.0,2017-07-24,1.0,2.0
2562.0,2017-07-25,2.0,3.0
2562.0,2017-07-26,3.0,3.0
2562.0,2017-07-27,2.0,2.0
2562.0,2017-07-28,7.0,4.0
2562.0,2017-07-29,3.0,1.0
2562.0,2017-07-30,2.0,2.0
2562.0,2017-07-31,3.5,6.0
